link,project_acc_bioprj,project_title_bioprj,project_description_bioprj,common_name,organism_biosamp,clade,n_biosample_accs,date_dataset_first_added_to_this_list,has_latlong_in_NCBI,is_salmonoid,commenter,comments,commenter_spatialdata,comments_about_spatial_data_location,keepinrunning_YN,link_to_published_paper,datathon_project_index,scientificname_worms,rad_method,Category,isMarine_worms,isBrackish_worms,isFreshwater_worms,isTerrestrial_worms,isCoral,kingdom_worms,phylum_worms,class_worms,order_worms,family_worms,genus_worms,somePopsFWorBrackish,isInvasiveRange,isMaybeHybrid,DiffbyDepthSuspected,isAdultBenthicMarine,isNektonSometimes,isInvert,isFish,isAmniote,isPlant,PLD_point,PLD_point_citation,PLD_minmax,PLD_Min,PLD_Max,PLD_point2,PLD_minmax_citation,PLD_Method,Brooding,Planktonic_Mode,PLD_method_citation,isPlanktonic_atanypoint,isPlanktonic_atanypoint_citation,Spawning_mode,Spawning_mode_citation,Larval_feeding,Adult_Motility,Larval_feeding_citation,Large_Adult_Range,Large_Adult_Range_citation,ReturnToSpawningGround,ReturnToSpawningGround_citation,Spawnlocation,Spawnlocation_citation,Fecundity_EggsFemaleSpawn,Fecundity_EggsFemaleSpawn_citation,Fecundity_SpawnFrequency,Fecundity_SpawnFrequency_citation,Fecundity_EggSize,LogEgg,Fecundity_EggSize_citation,Body_Size,Body_Size_citation,Reproductive_Age,Reproductive_Age_citation,Longevity,Coded_longevity,Longevity_citation,Generational_Structure,Generational_Structure_citation,Asexual_Stage,Asexual_Stage_citation,Human_Interactions_economic,Human_Interactions_economic_citation,Census_Size,Census_Size_citation,Range_Size,Genome_Size_MB,Genome_Size_MB_citation,Genome_Size_picoGrams,Genome_Size_picoGrams_citation,senior check-off,Time Spent (minutes),Citations,Comments_traits,Image_Citation,final_keepers
PRJNA517349_Sebastes-schlegelii,PRJNA517349,Sebastes schlegelii Raw sequence reads,To assess population genomic pattern of Sebastes schlegelii by investigating multiple population samples,Schlegel's black rockfish,Sebastes schlegelii,NA,60,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Sebastes schlegelii,NA,NA,1,0,0,0,NA,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA359404_Sebastiscus-marmoratus,PRJNA359404,Sebastiscus marmoratus  Raw sequence reads,This study’s objective was to lend insight into the balance between local adaptation and genetic exchange in geographically distinct S. marmoratus populations.,False kelpfish,Sebastiscus marmoratus,NA,59,43790,n,n,"CR, Justin Berg via DIPnet datathon","Transferred to DivDiv by Eric - same methods and species as M0027, different paper and localities",NA,NA,yes,https://doi.org/10.1038/s41598-017-01742-z,E0638,Sebastiscus marmoratus,GBS,Passive Pelagic Dispersal,1,0,0,0,0,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastiscus,F,F,F,F,T,F,F,T,F,F,NA,NA,90–180,90,180,135,"3-6 months of larval stage + planktonic juvenile stage for rockfishes in general: Love, M.S., Yoklavich, M. and Thorsteinson, L.K., 2002. The rockfishes of the northeast Pacific. Univ of California Press.",unknown,T,NA,NA,T,https://doi.org/10.1007/978-94-011-3792-8_5 (https://link.springer.com/content/pdf/10.1007/BF02296882.pdf),I,https://link.springer.com/content/pdf/10.1007/BF02296882.pdf,P,NA,https://link.springer.com/content/pdf/10.1007/BF02296882.pdf,F,https://doi.org/10.1007/s12526-020-01131-2,F,https://doi.org/10.1007/978-94-011-3792-8_5,Taiwan straits,Comparison of ichthyoplankton assemblages with hydrographic condition across the northern margin of the Taiwan Strait as the monsoon interim,NA,livebearers,2,https://doi.org/10.1007/978-94-011-3792-8_5,NA,NA,viviparous,36,http://dx.doi.org/10.1111/j.1439-0426.2012.01956.x,NA,NA,NA,NA,NA,I,https://link.springer.com/content/pdf/10.1007/BF02296882.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,200,NA,NA,NA,TRUE
PRJNA392526_Sebastiscus-marmoratus,PRJNA392526,Sebastiscus marmoratus GBS Raw sequence reads,to assess the genetic diversity and population structure of Sebastiscus marmoratus,False kelpfish,Sebastiscus marmoratus,NA,21,43790,n,n,"CR, Kiersey Nielsen via DIPnet datathon","numbers in paper and PRJ do not match?; duplicate species dataset, this one dropped - fewer samples",CR,"sample information in table 1, PRJNA359404 had more metadata from the same paper. Japanese samples could not be ascribed to locality after two author contact emails.",no,https://doi.org/10.1098/rsob.190028,M0027,Sebastiscus marmoratus,GBS,Passive Pelagic Dispersal,1,0,0,0,0,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastiscus,F,F,F,F,T,F,F,T,F,F,NA,NA,90–180,90,180,135,"3-6 months of larval stage + planktonic juvenile stage for rockfishes in general: Love, M.S., Yoklavich, M. and Thorsteinson, L.K., 2002. The rockfishes of the northeast Pacific. Univ of California Press.",unknown,T,NA,NA,T,https://doi.org/10.1007/978-94-011-3792-8_5 (https://link.springer.com/content/pdf/10.1007/BF02296882.pdf),I,https://link.springer.com/content/pdf/10.1007/BF02296882.pdf,P,NA,https://link.springer.com/content/pdf/10.1007/BF02296882.pdf,F,https://doi.org/10.1007/s12526-020-01131-2,F,https://doi.org/10.1007/978-94-011-3792-8_5,Taiwan straits,Comparison of ichthyoplankton assemblages with hydrographic condition across the northern margin of the Taiwan Strait as the monsoon interim,NA,livebearers,2,https://doi.org/10.1007/978-94-011-3792-8_5,NA,NA,viviparous,36,http://dx.doi.org/10.1111/j.1439-0426.2012.01956.x,NA,NA,NA,NA,NA,I,https://link.springer.com/content/pdf/10.1007/BF02296882.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,FALSE
PRJNA420112_Sebastiscus-marmoratus,PRJNA420112,Sebastiscus marmoratus Raw sequence reads-3,"to assess population genetic diversity, population structure and adaptive evolution in Sebastiscus marmoratus",False kelpfish,Sebastiscus marmoratus,NA,50,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Sebastiscus marmoratus,NA,NA,1,0,0,0,NA,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastiscus,F,F,F,F,T,F,F,T,F,F,NA,NA,90–180,NA,NA,NA,"3-6 months of larval stage + planktonic juvenile stage for rockfishes in general: Love, M.S., Yoklavich, M. and Thorsteinson, L.K., 2002. The rockfishes of the northeast Pacific. Univ of California Press.",unknown,T,NA,NA,T,https://doi.org/10.1007/978-94-011-3792-8_5 (https://link.springer.com/content/pdf/10.1007/BF02296882.pdf),I,https://link.springer.com/content/pdf/10.1007/BF02296882.pdf,P,NA,https://link.springer.com/content/pdf/10.1007/BF02296882.pdf,F,https://doi.org/10.1007/s12526-020-01131-2,F,https://doi.org/10.1007/978-94-011-3792-8_5,Taiwan straits,Comparison of ichthyoplankton assemblages with hydrographic condition across the northern margin of the Taiwan Strait as the monsoon interim,NA,livebearers,2,https://doi.org/10.1007/978-94-011-3792-8_5,NA,NA,viviparous,36,http://dx.doi.org/10.1111/j.1439-0426.2012.01956.x,NA,NA,NA,NA,NA,I,https://link.springer.com/content/pdf/10.1007/BF02296882.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,FALSE
PRJNA544445_Semibalanus-balanoides,PRJNA544445,Footprints of natural selection at the mannose-6-phosphate isomerase locus in barnacles,This project contains Illumina reads from classic allozyme genes from barnacles used in our study.,northern acorn barnacle,Semibalanus balanoides,NA,18,44169,n,NA,EDC,pool seq,NA,NA,no,NA,NA,Semibalanus balanoides calcaratus,NA,NA,1,NA,NA,NA,NA,Animalia,Arthropoda,Hexanauplia,Sessilia,Archaeobalanidae,Semibalanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,P,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA560680_Semibalanus-balanoides,PRJNA560680,Multiple populations from the North Pacific and the North Atlantic of the northern acorn barnacle Semibalanus balanoides Raw sequence reads,The bioproject contain sequencing reads from multiple barnacle populations (S. balanoides) around its circumboreal habitat.,northern acorn barnacle,Semibalanus balanoides,NA,26,44169,n,NA,EDC,pool seq,NA,NA,no,NA,NA,Semibalanus balanoides calcaratus,NA,NA,1,NA,NA,NA,NA,Animalia,Arthropoda,Hexanauplia,Sessilia,Archaeobalanidae,Semibalanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA380064_Sericostoma,PRJNA380064,Genome sequencing and ddRAD libraries for Sericostoma personatum and flavicorne,Reference genome and ddRAD libraries to study population genetic pattern in the caddisflies Sericostoma personatum and S. flavicorne,NA,Sericostoma,NA,18,43790,y,n,anonymous Marinerd,all sampled in streams,NA,NA,no,https://onlinelibrary.wiley.com/doi/full/10.1111/mec.14292,NA,Sericostomatoidea,NA,NA,1,NA,NA,NA,NA,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA319656_Seriola-lalandi-dorsalis,PRJNA319656,Seriola lalandi dorsalis Genome sequencing and assembly,Insights into sex determination from the Seriola dorsalis genome assembly,California yellowtail fish,Seriola dorsalis,NA,91,44073,n,n,Samantha Queeno via DIPnet datathon,"Purcell et al. 2018 ""Methods, Specimen collection"" states that mature wild California Yellowtail were sampled from San Diego, California, Cedros Island, Mexico, and La Paz, Mexico.",NA,NA,yes,https://doi.org/10.1186/s12864-017-4403-1,E0442,Seriola dorsalis,WGS,Passive Pelagic Dispersal,1,1,0,0,0,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Seriola,F,F,F,F,F,T,F,T,F,F,NA,cannot find,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,https://escholarship.org/uc/item/9284j82s,F,https://www.sciencedirect.com/science/article/pii/S0044848606007319?casa_token=LZ1b5WbFETQAAAAA:72Imw9wyBjU6Ybr-ymAZGCMg4YrW4Vd8lXOMsflUwrmZaXCb1sEo21tfv6JyuBKcz6nvR-MlpA,P,NA,https://www.sciencedirect.com/science/article/pii/S0044848606007319?casa_token=LZ1b5WbFETQAAAAA:72Imw9wyBjU6Ybr-ymAZGCMg4YrW4Vd8lXOMsflUwrmZaXCb1sEo21tfv6JyuBKcz6nvR-MlpA,T,fishbase,F,general knowledge,NA,NA,376620,https://www.sciencedirect.com/science/article/pii/S004484860500414X,every 2–4 days over 2 months,https://www.sciencedirect.com/science/article/pii/S0044848606007319?casa_token=LZ1b5WbFETQAAAAA:72Imw9wyBjU6Ybr-ymAZGCMg4YrW4Vd8lXOMsflUwrmZaXCb1sEo21tfv6JyuBKcz6nvR-MlpA,1.4,0.38021124171160603,https://www.sciencedirect.com/science/article/pii/S0044848606007319?casa_token=LZ1b5WbFETQAAAAA:72Imw9wyBjU6Ybr-ymAZGCMg4YrW4Vd8lXOMsflUwrmZaXCb1sEo21tfv6JyuBKcz6nvR-MlpA,250,fishbase,NA,NA,NA,NA,NA,I,https://www.sciencedirect.com/science/article/pii/S0044848606007319?casa_token=LZ1b5WbFETQAAAAA:72Imw9wyBjU6Ybr-ymAZGCMg4YrW4Vd8lXOMsflUwrmZaXCb1sEo21tfv6JyuBKcz6nvR-MlpA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,TRUE
PRJNA532296_Shinkaia-crosnieri,PRJNA532296,Shinkaia crosnieri Raw sequence reads,Deep-sea squat lobster 2b-RAD libraries were sequenced to investigate the genome-wide genetic variation and local adaptation between deep-sea hydrothermal vents and cold seeps.,deep sea squat lobster,Shinkaia crosnieri,NA,30,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Shinkaia crosnieri,NA,NA,1,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Shinkaia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA529740_Sinularia-acuta,PRJNA529740,A next generation approach to species delimitation reveals the role of hybridization in a cryptic species complex of corals,RADSeq data for Sinularia spp. from Dongsha Atoll,NA,Sinularia acuta,NA,11,43790,n,n,Sofia Beskid via DIPnet datathon,"Moved out of DivDiv project by EDC - single locality, Dongsha Atoll",NA,NA,no,https://doi.org/10.1186/s12862-019-1427-y,M0050,Sinularia acuta,NA,NA,1,NA,0,0,NA,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA529740_Sinularia-slieringsi,PRJNA529740,A next generation approach to species delimitation reveals the role of hybridization in a cryptic species complex of corals,RADSeq data for Sinularia spp. from Dongsha Atoll,NA,Sinularia slieringsi,NA,17,43790,n,n,Sofia Beskid via DIPnet datathon,"Moved out of DivDiv project by EDC - single locality, Dongsha Atoll",NA,NA,no,https://doi.org/10.1186/s12862-019-1427-y,M0050,Sinularia slieringsi,NA,NA,1,NA,0,0,NA,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA529740_Sinularia-tumulosa,PRJNA529740,A next generation approach to species delimitation reveals the role of hybridization in a cryptic species complex of corals,RADSeq data for Sinularia spp. from Dongsha Atoll,NA,Sinularia tumulosa,NA,12,43790,n,n,Sofia Beskid via DIPnet datathon,"Moved out of DivDiv project by EDC - single locality, Dongsha Atoll",NA,NA,no,https://doi.org/10.1186/s12862-019-1427-y,M0050,Sinularia tumulosa,NA,NA,1,NA,0,0,NA,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA385011_Siphamia-tubifer,PRJNA385011,Genomic analysis of Siphamia tubifer (Perciformes:Apogonidae) with ddRADseq,"We applied double digest RAD-Seq methods to test for population differentiation in the coral reef-dwelling cardinalfish, Siphamia tubifer, which based on behavioral studies, have the potential to use navigational cues to return to natal reefs. Analysis of SNPs from fish collected at coral reefs in Okinawa, Japan from eleven locations over three years reveal little genetic differentiation between groups of S. tubifer at spatial scales from 2 to 140 kilometers and between years at one location. These results suggest that the Kuroshio Current largely influences larval dispersal in the region, and in contrast to expectations based on studies of other cardinalfishes, there is no evidence of population structure for S. tubifer at the spatial scales examined. However, analyses of outlier loci putatively under selection reveal patterns of temporal differentiation that indicate high population turnover and variable larval supply from divergent source populations.",Tuber cardinalfish,Siphamia tubifer,NA,280,43790,n,n,"CR, Sofia Beskid via DIPnet datathon",NA,CR,T1 in paper and location names in run selector can be matched,yes,https://doi.org/10.3389/fmicb.2019.02670,M0026,Siphamia tubifer,ddRAD,Passive Pelagic Dispersal,1,0,0,0,0,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Siphamia,F,F,F,F,F,F,F,T,F,F,30,https://doi.org/10.3389/fmicb.2019.02670,NA,NA,NA,30,NA,NA,T? check,NA,NA,T,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jfb.13063?casa_token=be7DBbC2IkwAAAAA:LOkU1RKQKSYWRdgjfsL1lfel70wAwAOPIxB4QOZ-hTi59t92OOALP7RwHjvyw7RNhw5PNu7UeHRWokA,I,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jfb.13063?casa_token=be7DBbC2IkwAAAAA:LOkU1RKQKSYWRdgjfsL1lfel70wAwAOPIxB4QOZ-hTi59t92OOALP7RwHjvyw7RNhw5PNu7UeHRWokA,P,F,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jfb.13063?casa_token=be7DBbC2IkwAAAAA:LOkU1RKQKSYWRdgjfsL1lfel70wAwAOPIxB4QOZ-hTi59t92OOALP7RwHjvyw7RNhw5PNu7UeHRWokA,F,general knowledge,F,general knowledge,NA,NA,650,mean number held in male's mouth: https://onlinelibrary.wiley.com/doi/pdf/10.1111/jfb.13063?casa_token=be7DBbC2IkwAAAAA:LOkU1RKQKSYWRdgjfsL1lfel70wAwAOPIxB4QOZ-hTi59t92OOALP7RwHjvyw7RNhw5PNu7UeHRWokA,10.1007/s00338-015-1380-1 has info on congener,NA,0.76,0.24551266781414982,https://onlinelibrary.wiley.com/doi/full/10.1111/jfb.13063,4.3499999999999996,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jfb.13063?casa_token=be7DBbC2IkwAAAAA:LOkU1RKQKSYWRdgjfsL1lfel70wAwAOPIxB4QOZ-hTi59t92OOALP7RwHjvyw7RNhw5PNu7UeHRWokA,NA,NA,NA,NA,NA,I,https://onlinelibrary.wiley.com/doi/pdf/10.1111/jfb.13063?casa_token=be7DBbC2IkwAAAAA:LOkU1RKQKSYWRdgjfsL1lfel70wAwAOPIxB4QOZ-hTi59t92OOALP7RwHjvyw7RNhw5PNu7UeHRWokA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,TRUE
PRJNA338774_Sparus-aurata,PRJNA338774,Sparus aurata 2b-RAD sequencing,2b-RAD sequencing was applied to investigate genetic resistance to pasteurellosis in gilthead sea bream. A total of 865 2b-RAD libraries were constructed by following the protocol reported by Wang et al. 2012 with some modiﬁcations.,gilthead seabream,Sparus aurata,NA,865,43790,n,n,CR,quant gen study,NA,NA,no,?https://www.g3journal.org/content/6/11/3693.short,NA,Sparus aurata,NA,NA,1,1,0,0,NA,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Sparus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA416847_Sparus-aurata,PRJNA416847,Sparus aurata SNP discovery through 2b-RAD sequencing,2b-RAD sequencing was applied for SNP discovery on a total of 225 S. aurata individuals. 2b-RAD libraries were constructed as reported in Palaiokostas et al. 2016 (DOI: 10.1534/g3.116.035220).,gilthead seabream,Sparus aurata,NA,225,43790,n,n,CR,"cant find paper, but likely to be quant gen/GWAS of aquaculture",NA,NA,no,NA,NA,Sparus aurata,NA,NA,1,1,0,0,NA,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Sparus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA551969_Sparus-aurata,PRJNA551969,Gilthead sea bream (Sparus aurata) Sequencing data,"Gilthead sea bream (Sparus aurata) is a temperate marine coastal finfish that belongs to the Sparidae family, order Perciformes. It is an economically important species highly cultured throughout the Mediterranean area with a high plasticity to farming and challenging environments. Sequencing and assembly of the gilthead sea bream genome aims to characterize and understand its genomic and genetic features.",gilthead seabream,Sparus aurata,NA,38,44169,n,NA,EDC,NA,NA,NA,maybe,NA,NA,Sparus aurata,NA,NA,1,1,0,0,NA,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Sparus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA378762_Sphyrna-lewini,PRJNA378762,Adapterama III: Quadruple-indexed double or triple-enzyme RADseq libraries for about $1USD per Sample (3RAD),"Many molecular ecologists have used genome reduction strategies that rely upon restriction enzyme digestion of genomic DNA to sample consistent portions of the genome from individuals being studied (e.g., RADseq, GBS). Methods using restriction enzymes have many advantages, but researchers often find the existing methods expensive to initiate and difficult to implement consistently. Here, we present a low-cost and highly robust approach for the construction of dual-digest RADseq libraries. Major features of our method include: 1) minimizing the number of processing steps, 2) focusing on a single strand of the sample DNA for library construction to allow the use of a non-phosphorylated adapter on one end, 3) ligating adapters in the presence of active restriction enzymes, thereby reducing chimeras, 4) including a third restriction enzyme in the digestion reaction to cut apart adapter dimers formed by the phosphorylated adapter and thus increasing the efficiency of adapter ligation to sample DNA, 5) adapter designs that can be used interchangeably, most being compatible with multiple enzymes, 6) including variable-length internal tags within the adapters to increase the scope of sample tagging and facilitate pooling while also increasing sequence diversity when sequencing across the restriction sites, and 7) compatibility with universal dual-indexed primers which facilitate construction of combinatorial quadruple-indexed libraries that are compatible with standard Illumina sequencing reagents and libraries. We present eight adapter designs (four each for Read 1 and Read 2) that work with 72 restriction enzyme combinations, and we demonstrate the use of one set of adapters using one set of restriction enzymes across a variety of non-model organisms to discover thousands of variable loci in each species.",scalloped hammerhead,Sphyrna lewini,NA,15,43790,n,n,"CR, Kiersey Nielsen via DIPnet datathon","shark, probably will not make minimum threshold for #indivds per species and there is no info in paper for where populations are from - would have to contact authors",JW,No (usable) coordinate or locality information and no response from authors,no,https://doi.org/10.7717/peerj.7724,M0025,Sphyrna lewini,NA,NA,1,1,0,0,NA,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PRJNA286089_Sphyrna-tiburo,PRJNA286089,Population genomics study of Sphyrna tiburo in the Gulf of Mexico and Atlantic ocean,A ddRAD-sequencing approach was used to investigate the partitioning of neutral and presumably adaptive genetic variation in bonnethead sharks (Sphyrna tiburo) in the Gulf of Mexico and Atlantic ocean.,Bonnethead shark,Sphyrna tiburo,NA,134,43790,n,n,"RB, Sofia Beskid via DIPnet datathon",viviparous shark,CR,"run selector has place names ERIC NOTES: as with M0007, there is a minority of samples for which we could accept state-level uncertainty, or else contact the authors. 10/5/2020 - Sofia estimated NC coordinates from map; One of the sample sites is North Carolina, so left latlong and uncertainty blank since this may be too broad. Portnoy: ""I am just swamped at the moment. Check back with me in February and I will get the info you need""",yes,https://doi.org/10.1111/mec.13441,M0010,Sphyrna tiburo,ddRAD,Short-scale Dispersal,1,1,0,0,0,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,T,F,F,F,F,T,F,T,F,F,0,general knowledge,0,0,0,0,NA,NA,T,D,NA,F,https://www.fishbase.se/Reproduction/FishReproSummary.php?ID=915&GenusName=Sphyrna&SpeciesName=tiburo&fc=12&StockCode=931,I,https://www.fishbase.se/Reproduction/FishReproSummary.php?ID=915&GenusName=Sphyrna&SpeciesName=tiburo&fc=12&StockCode=931,N,F,https://www.fishbase.se/Reproduction/FishReproSummary.php?ID=915&GenusName=Sphyrna&SpeciesName=tiburo&fc=12&StockCode=931,T,https://www.fishbase.se/Reproduction/FishReproSummary.php?ID=915&GenusName=Sphyrna&SpeciesName=tiburo&fc=12&StockCode=931,T,https://www.sciencedirect.com/science/article/pii/S0022098114001257?casa_token=g12-CATSupwAAAAA:D-sY99ddtFXkJIDPlrVFz7SWNLb2JcXQ8-13S8Wo5d5Cafy_eNs8_d_2k4jAbkOVmisTUks-Jw,South Carolina estuaries,https://www.sciencedirect.com/science/article/pii/S0022098114001257?casa_token=g12-CATSupwAAAAA:D-sY99ddtFXkJIDPlrVFz7SWNLb2JcXQ8-13S8Wo5d5Cafy_eNs8_d_2k4jAbkOVmisTUks-Jw,9,https://doi.pangaea.de/10.1594/PANGAEA.900866,NA,NA,NA,NA,viviparous,124–150,https://doi.pangaea.de/10.1594/PANGAEA.900866,2.4,https://doi.pangaea.de/10.1594/PANGAEA.900866,12,12,https://doi.pangaea.de/10.1594/PANGAEA.900866,I,fishbase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,TRUE
